housing_median_age,population,median_income,month,median_house_value,ocean_proximity
42,987,2.6,3,171400,<1H OCEAN
48,784,1.6581,3,118800,<1H OCEAN
42,1203,1.9408,3,134600,<1H OCEAN
35,794,1.975,3,138100,<1H OCEAN
33,1161,2.5927,3,161500,<1H OCEAN
33,1714,1.7377,3,183900,<1H OCEAN
48,1400,2.628,3,251100,<1H OCEAN
47,1430,1.8333,3,151100,<1H OCEAN
42,1117,2.0259,3,168800,<1H OCEAN
44,544,2.8654,3,176800,<1H OCEAN
35,2221,2.1046,3,114000,<1H OCEAN
39,1911,1.9018,3,137500,<1H OCEAN
47,455,3.0132,3,223200,<1H OCEAN
50,1109,2.8971,3,127800,<1H OCEAN
47,1272,3.1731,3,121500,<1H OCEAN
52,1660,2.6098,3,127100,<1H OCEAN
51,1355,2.0304,3,133400,<1H OCEAN
47,1120,2.0042,3,114200,<1H OCEAN
45,928,1.8783,3,118200,<1H OCEAN
46,933,2.1979,3,125700,<1H OCEAN
46,1552,1.6429,3,125000,<1H OCEAN
48,684,4.2218,3,181000,<1H OCEAN
44,1046,3.5357,3,156900,<1H OCEAN
49,1334,1.89,3,124000,<1H OCEAN
43,1510,2.2273,3,123300,<1H OCEAN
52,233,3.25,3,134700,<1H OCEAN
42,1634,1.9928,3,125400,<1H OCEAN
36,1023,2.1324,3,143800,<1H OCEAN
40,1847,1.8316,3,113500,<1H OCEAN
38,1139,2.2368,3,120000,<1H OCEAN
35,1666,1.6452,3,125900,<1H OCEAN
38,2259,2.0879,3,120700,<1H OCEAN
43,811,3.3636,3,140900,<1H OCEAN
46,1151,2.4444,3,134100,<1H OCEAN
49,896,2.5156,3,136600,<1H OCEAN
50,685,3.1442,3,130300,<1H OCEAN
49,765,3.4306,3,130200,<1H OCEAN
47,1349,1.3444,3,125000,<1H OCEAN
43,796,1.7159,3,189700,<1H OCEAN
41,838,3.9732,3,188400,<1H OCEAN
44,981,2.6154,3,193200,<1H OCEAN
35,3013,1.5565,3,152500,<1H OCEAN
39,1857,2.1696,3,153400,<1H OCEAN
41,1224,2.0817,3,132500,<1H OCEAN
40,1426,1.8571,3,143800,<1H OCEAN
48,1945,2.4359,3,123700,<1H OCEAN
50,2080,1.7225,3,180000,<1H OCEAN
51,1227,2.4297,3,162500,<1H OCEAN
39,1765,1.2786,3,121900,<1H OCEAN
38,1768,1.9336,3,190600,<1H OCEAN
35,1513,2.1162,3,229200,<1H OCEAN
26,2543,2.3536,3,500000,<1H OCEAN
33,2390,2.4048,3,208300,<1H OCEAN
29,2070,2.0658,3,214600,<1H OCEAN
29,2114,0.8351,3,150000,<1H OCEAN
31,1194,1.9531,3,227800,<1H OCEAN
52,954,2.5833,3,234600,<1H OCEAN
24,1757,1.7109,3,175000,<1H OCEAN
37,1579,2.006,3,150000,<1H OCEAN
37,2376,1.767,3,170300,<1H OCEAN
44,2049,2.0405,3,143000,<1H OCEAN
41,1868,1.78,3,162500,<1H OCEAN
35,1605,2.1518,3,152800,<1H OCEAN
31,1272,2.1542,3,128100,<1H OCEAN
32,702,2.1471,3,125000,<1H OCEAN
42,2099,1.9167,3,136400,<1H OCEAN
45,953,2.0673,3,151600,<1H OCEAN
42,822,1.2875,3,179200,<1H OCEAN
29,3323,1.0219,3,258300,<1H OCEAN
38,1777,2.0848,3,135200,<1H OCEAN
22,2381,0.7473,3,168800,<1H OCEAN
27,1085,2.135,3,119600,<1H OCEAN
46,1343,2.025,3,135500,<1H OCEAN
52,1233,2.8295,3,132200,<1H OCEAN
52,814,2.45,3,111400,<1H OCEAN
44,931,1.4712,3,105800,<1H OCEAN
45,822,2.4519,3,98100,<1H OCEAN
52,1186,1.2434,3,98400,<1H OCEAN
47,1775,2.1571,3,147900,<1H OCEAN
40,1138,2.7125,3,150000,<1H OCEAN
47,785,1.23,3,138400,<1H OCEAN
37,2586,1.8564,3,187500,<1H OCEAN
34,1479,2.1173,3,156600,<1H OCEAN
23,1333,1.3187,3,127100,<1H OCEAN
46,1409,2.2981,3,112100,<1H OCEAN
49,1522,1.85,3,116800,<1H OCEAN
21,1526,2.087,3,141300,<1H OCEAN
34,2474,1.631,3,137500,<1H OCEAN
31,1522,1.5781,3,119300,<1H OCEAN
29,2690,0.4999,3,500001,<1H OCEAN
50,948,1.7546,3,175000,<1H OCEAN
51,1560,1.7115,3,125000,<1H OCEAN
19,890,1.6089,3,162500,<1H OCEAN
24,1932,1.2969,3,160200,<1H OCEAN
25,2390,1.4167,3,200000,<1H OCEAN
20,1880,2.1806,3,180000,<1H OCEAN
44,1754,1.6037,3,275000,<1H OCEAN
41,3121,1.8539,3,147500,<1H OCEAN
40,2195,1.7976,3,164600,<1H OCEAN
48,1772,2.2232,3,162500,<1H OCEAN
39,3050,1.875,3,127300,<1H OCEAN
52,470,1.9375,3,38800,<1H OCEAN
40,662,0.9234,3,187500,<1H OCEAN
26,2821,0.844,3,350000,<1H OCEAN
25,1193,1.2989,3,225000,<1H OCEAN
50,356,2.1944,3,158300,<1H OCEAN
52,137,1.8333,3,312500,<1H OCEAN
49,287,1.2096,3,100000,<1H OCEAN
52,1655,2.1905,3,124000,<1H OCEAN
32,1698,1.6302,3,130700,<1H OCEAN
38,1308,1.5652,3,123100,<1H OCEAN
38,1786,2.131,3,136500,<1H OCEAN
40,1499,1.8382,3,126400,<1H OCEAN
37,2173,2.1667,3,117700,<1H OCEAN
48,1859,1.3134,3,96200,<1H OCEAN
46,1607,2.0703,3,114800,<1H OCEAN
41,1428,1.5603,3,109600,<1H OCEAN
39,1046,2.2356,3,119500,<1H OCEAN
35,2239,1.913,3,114300,<1H OCEAN
33,2564,2.1957,3,100800,<1H OCEAN
28,596,1.2396,3,90300,<1H OCEAN
32,1792,2.3304,3,119900,<1H OCEAN
48,571,1.8485,3,90600,<1H OCEAN
48,485,2.375,3,107500,<1H OCEAN
43,2098,1.8929,3,99200,<1H OCEAN
31,1952,2.1466,3,100800,<1H OCEAN
30,376,1.7813,3,127500,<1H OCEAN
45,1030,1.0898,3,93400,<1H OCEAN
36,1034,1.2857,3,99300,<1H OCEAN
43,1412,1.3287,3,107200,<1H OCEAN
43,1980,1.7425,3,100500,<1H OCEAN
30,1280,1.4464,3,110200,<1H OCEAN
38,749,1.4653,3,118800,<1H OCEAN
47,1628,1.5089,3,115800,<1H OCEAN
37,2824,1.9074,3,99600,<1H OCEAN
42,1167,1.4524,3,126800,<1H OCEAN
46,1010,2.1776,3,118300,<1H OCEAN
21,1505,2.319,3,97200,<1H OCEAN
35,1784,1.8652,3,116100,<1H OCEAN
35,2106,1.2206,3,129200,<1H OCEAN
47,881,1.4327,3,114100,<1H OCEAN
43,1745,2.0817,3,113300,<1H OCEAN
46,1707,2.148,3,103800,<1H OCEAN
48,1834,1.7052,3,107400,<1H OCEAN
47,888,1.75,3,95800,<1H OCEAN
43,2624,1.8641,3,108200,<1H OCEAN
41,1776,1.6221,3,104200,<1H OCEAN
36,1112,1.7237,3,105800,<1H OCEAN
36,1267,1.6382,3,105000,<1H OCEAN
32,1292,1.5781,3,102900,<1H OCEAN
41,1721,1.303,3,90400,<1H OCEAN
34,2194,1.4792,3,95800,<1H OCEAN
23,716,1.2056,3,87500,<1H OCEAN
43,788,0.9463,3,95000,<1H OCEAN
29,1696,2.2813,3,101300,<1H OCEAN
38,1714,1.7132,3,108200,<1H OCEAN
44,504,1.875,3,98600,<1H OCEAN
41,1803,1.6731,3,88200,<1H OCEAN
42,2496,1.5556,3,98500,<1H OCEAN
39,1362,2.1793,3,107900,<1H OCEAN
27,1457,0.8941,3,91900,<1H OCEAN
37,2484,1.9208,3,103400,<1H OCEAN
40,2311,1.852,3,101500,<1H OCEAN
43,1213,1.3403,3,110800,<1H OCEAN
43,1276,1.8917,3,106900,<1H OCEAN
47,1916,1.8242,3,95000,<1H OCEAN
36,1807,1.6901,3,103500,<1H OCEAN
30,529,1.9531,3,100000,<1H OCEAN
35,1153,1.4886,3,100000,<1H OCEAN
38,1783,1.8086,3,97100,<1H OCEAN
46,621,1.8824,3,162500,<1H OCEAN
46,1510,2.1382,3,156300,<1H OCEAN
40,799,1.1667,3,143800,<1H OCEAN
48,3298,1.9152,3,122300,<1H OCEAN
27,1768,1.2446,3,103800,<1H OCEAN
26,2044,1.1563,3,118800,<1H OCEAN
42,2327,1.6699,3,108000,<1H OCEAN
35,818,1.7961,3,111700,<1H OCEAN
50,912,1.7386,3,109400,<1H OCEAN
41,727,1.6667,3,116900,<1H OCEAN
43,1568,1.6955,3,115200,<1H OCEAN
39,1246,2.0417,3,117100,<1H OCEAN
46,1227,1.6851,3,108800,<1H OCEAN
48,1357,2.5263,3,121000,<1H OCEAN
52,1417,1.8214,3,123200,<1H OCEAN
52,1303,3.0759,3,123700,<1H OCEAN
42,511,2.3942,3,123200,<1H OCEAN
50,2247,1.6505,3,125000,<1H OCEAN
52,1206,1.6875,3,116000,<1H OCEAN
52,1271,2.5885,3,136200,<1H OCEAN
52,1154,2.0625,3,134400,<1H OCEAN
34,2450,1.7143,3,132000,<1H OCEAN
46,1992,2.3403,3,114100,<1H OCEAN
6,1509,1.4639,3,112500,<1H OCEAN
39,1010,1.6036,3,137500,<1H OCEAN
30,1730,1.0539,3,142500,<1H OCEAN
50,3080,1.8656,3,122900,<1H OCEAN
43,880,1.2065,3,103600,<1H OCEAN
52,1118,1.2175,3,131300,<1H OCEAN
48,775,2.3309,3,126600,<1H OCEAN
38,3612,2.125,3,118800,<1H OCEAN
42,1295,2.0938,3,119200,<1H OCEAN
42,890,1.2778,3,112500,<1H OCEAN
44,2182,1.432,3,124000,<1H OCEAN
48,1353,2.1607,3,96100,<1H OCEAN
44,1165,2.1354,3,105800,<1H OCEAN
41,1731,1.2347,3,111700,<1H OCEAN
52,898,2.7727,3,128600,<1H OCEAN
40,859,1.1806,3,134600,<1H OCEAN
52,1080,1.5179,3,116100,<1H OCEAN
52,1558,2.0809,3,109600,<1H OCEAN
52,982,2.0958,3,116400,<1H OCEAN
52,853,3.05,3,111600,<1H OCEAN
52,939,1.6892,3,129100,<1H OCEAN
52,1026,2,3,128000,<1H OCEAN
52,1413,1.933,3,120000,<1H OCEAN
52,1751,2.1116,3,122500,<1H OCEAN
47,1329,1.9792,3,116400,<1H OCEAN
48,1363,1.6559,3,101400,<1H OCEAN
47,982,2.0915,3,126600,<1H OCEAN
45,791,2.2339,3,104800,<1H OCEAN
44,789,1.7083,3,100000,<1H OCEAN
46,1766,1.5846,3,114800,<1H OCEAN
47,1903,1.8317,3,96500,<1H OCEAN
47,1903,1.9853,3,101100,<1H OCEAN
46,2446,1.275,3,98300,<1H OCEAN
46,2067,2.0542,3,103400,<1H OCEAN
52,1363,2.5848,3,101900,<1H OCEAN
49,1861,1.7159,3,95000,<1H OCEAN
46,1153,1.7849,3,99300,<1H OCEAN
52,1498,2.6667,3,128000,<1H OCEAN
50,672,4.2554,3,194300,<1H OCEAN
48,823,3.3906,3,189700,<1H OCEAN
50,817,3.1548,3,157700,<1H OCEAN
47,1079,2.4022,3,123400,<1H OCEAN
46,968,4.26,3,182600,<1H OCEAN
47,653,3.7727,3,193000,<1H OCEAN
42,869,3.5,3,181100,<1H OCEAN
44,1622,2.4934,3,165800,<1H OCEAN
43,956,2.0217,3,187500,<1H OCEAN
44,786,1.9231,3,188500,<1H OCEAN
44,878,1.9631,3,181300,<1H OCEAN
50,2300,1.95,3,112600,<1H OCEAN
50,1097,2.4583,3,120900,<1H OCEAN
47,895,2.2054,3,121500,<1H OCEAN
47,416,2.3333,3,133300,<1H OCEAN
24,529,0.9304,3,151600,<1H OCEAN
43,1074,2.5909,3,98700,<1H OCEAN
49,889,1.9779,3,114200,<1H OCEAN
44,1041,2.8542,3,126500,<1H OCEAN
46,777,3.2083,3,149600,<1H OCEAN
48,919,4.8125,3,170500,<1H OCEAN
48,791,2.1875,3,115200,<1H OCEAN
43,735,3.7167,3,108900,<1H OCEAN
43,1598,2.8274,3,122500,<1H OCEAN
46,662,3.1731,3,140300,<1H OCEAN
47,574,2.175,3,114700,<1H OCEAN
40,791,3.2344,3,104300,<1H OCEAN
47,864,1.9732,3,101000,<1H OCEAN
46,921,3.0833,3,103300,<1H OCEAN
28,3121,1.8806,3,113900,<1H OCEAN
32,1472,1.6477,3,108900,<1H OCEAN
38,2153,1.8472,3,149100,<1H OCEAN
48,1170,2.9643,3,140400,<1H OCEAN
46,1292,2.9315,3,149000,<1H OCEAN
47,927,4.9531,3,180100,<1H OCEAN
47,1082,3.8235,3,207600,<1H OCEAN
34,250,1.675,3,166700,<1H OCEAN
44,861,2.2396,3,108600,<1H OCEAN
52,795,3.5114,3,138800,<1H OCEAN
49,901,1.7067,3,118600,<1H OCEAN
30,2739,1.6531,3,118500,<1H OCEAN
44,1423,2.5363,3,158800,<1H OCEAN
47,922,4.1635,3,156400,<1H OCEAN
46,1502,3.8643,3,195800,<1H OCEAN
33,1214,6.5044,3,350400,<1H OCEAN
33,900,4.4028,3,246800,<1H OCEAN
31,819,4.3077,3,140600,<1H OCEAN
11,625,0.8702,3,170500,<1H OCEAN
35,655,2.5568,3,312500,<1H OCEAN
37,1941,1.7945,3,106300,<1H OCEAN
38,1407,1.6187,3,266700,<1H OCEAN
44,608,4.0357,3,187800,<1H OCEAN
34,2725,1.7622,3,167900,<1H OCEAN
34,3538,1.5143,3,118800,<1H OCEAN
27,2415,1.4589,3,87500,<1H OCEAN
33,1585,3.6629,3,353200,<1H OCEAN
35,1583,3.5486,3,332100,<1H OCEAN
28,1162,3.25,3,301000,<1H OCEAN
35,1128,1.8818,3,100000,<1H OCEAN
37,1673,1.4625,3,103000,<1H OCEAN
39,857,2.5547,3,108900,<1H OCEAN
41,1422,1.0516,3,108300,<1H OCEAN
43,1153,1.9375,3,112900,<1H OCEAN
44,1159,1.1645,3,98200,<1H OCEAN
43,1231,2.5437,3,94500,<1H OCEAN
44,902,1.9556,3,93300,<1H OCEAN
45,1484,1.84,3,91400,<1H OCEAN
44,234,5.1136,3,111700,<1H OCEAN
49,694,2.895,3,108000,<1H OCEAN
52,1062,2,3,96500,<1H OCEAN
52,900,3.5982,3,96600,<1H OCEAN
50,1090,1.825,3,106600,<1H OCEAN
52,1043,2.3977,3,112200,<1H OCEAN
49,1052,2.2138,3,119800,<1H OCEAN
44,1348,1.9125,3,97200,<1H OCEAN
48,783,3.4444,3,93100,<1H OCEAN
52,986,2.9432,3,94000,<1H OCEAN
48,1208,1.6611,3,95800,<1H OCEAN
48,1176,3.0455,3,102400,<1H OCEAN
44,811,2.9375,3,95200,<1H OCEAN
42,2542,1.3479,3,100000,<1H OCEAN
46,786,1.4042,3,110000,<1H OCEAN
39,1332,1.9564,3,92200,<1H OCEAN
47,782,2.2411,3,93000,<1H OCEAN
45,1382,0.9337,3,92300,<1H OCEAN
19,726,0.9809,3,121400,<1H OCEAN
30,1207,1.223,3,100000,<1H OCEAN
31,1091,1.689,3,102600,<1H OCEAN
31,2063,1.9219,3,107000,<1H OCEAN
35,1978,1.375,3,100000,<1H OCEAN
43,2133,1.7734,3,107300,<1H OCEAN
46,1140,3.375,3,98500,<1H OCEAN
44,1074,2.0673,3,99800,<1H OCEAN
42,567,2.6311,3,124100,<1H OCEAN
50,1000,2.1221,3,119400,<1H OCEAN
52,823,3.2188,3,124200,<1H OCEAN
47,1156,2.7917,3,125800,<1H OCEAN
52,819,3.725,3,142600,<1H OCEAN
48,819,3.0917,3,136100,<1H OCEAN
41,751,2.7401,3,131700,<1H OCEAN
50,892,3.1346,3,120000,<1H OCEAN
43,1065,3.2708,3,131000,<1H OCEAN
44,1095,4.0043,3,133500,<1H OCEAN
44,1305,4.8295,3,149600,<1H OCEAN
43,1132,3.0682,3,142000,<1H OCEAN
43,1266,1.747,3,121000,<1H OCEAN
43,1316,1.528,3,131800,<1H OCEAN
46,870,3.4643,3,136300,<1H OCEAN
48,1020,4.0625,3,138700,<1H OCEAN
48,1319,3.5208,3,134200,<1H OCEAN
36,902,1.4868,3,113200,<1H OCEAN
43,1095,2.8299,3,109500,<1H OCEAN
39,1524,2.6518,3,136300,<1H OCEAN
41,1241,1.2273,3,98400,<1H OCEAN
34,1913,1.6156,3,102100,<1H OCEAN
34,2782,1.6652,3,99000,<1H OCEAN
31,3707,1.3096,3,116300,<1H OCEAN
47,1161,3.9722,3,117400,<1H OCEAN
52,1167,3.0625,3,127400,<1H OCEAN
47,1077,4.4861,3,140400,<1H OCEAN
47,1134,3.7143,3,140300,<1H OCEAN
30,1966,1.5521,3,97500,<1H OCEAN
30,2028,1.625,3,101500,<1H OCEAN
38,1098,1.5109,3,104000,<1H OCEAN
41,730,1.8047,3,101800,<1H OCEAN
43,1100,1.575,3,97500,<1H OCEAN
45,1502,1.3042,3,99200,<1H OCEAN
39,1933,1.3801,3,97000,<1H OCEAN
44,2177,2.125,3,92500,<1H OCEAN
43,854,1.2315,3,98200,<1H OCEAN
46,1120,1.7121,3,98200,<1H OCEAN
44,1031,1.9556,3,96300,<1H OCEAN
46,1100,1.55,3,100600,<1H OCEAN
46,880,1.5962,3,95700,<1H OCEAN
45,1186,1.64,3,96800,<1H OCEAN
40,2464,1.5521,3,90100,<1H OCEAN
39,2601,2.0754,3,101400,<1H OCEAN
38,2110,1.6027,3,97300,<1H OCEAN
38,1073,1.0208,3,86400,<1H OCEAN
42,697,2.037,3,92600,<1H OCEAN
37,1640,1.9348,3,99100,<1H OCEAN
47,1168,1.4625,3,94200,<1H OCEAN
40,1222,1.5303,3,95300,<1H OCEAN
39,902,1.5812,3,94000,<1H OCEAN
52,1144,1.5326,3,90600,<1H OCEAN
34,1310,1.1557,3,90100,<1H OCEAN
38,999,0.5495,3,91700,<1H OCEAN
34,1083,1.6467,3,90900,<1H OCEAN
39,1154,1.2091,3,97900,<1H OCEAN
38,1240,1.6898,3,95100,<1H OCEAN
44,1088,1.2969,3,94400,<1H OCEAN
39,1256,1.7167,3,100000,<1H OCEAN
37,1243,1.3971,3,89800,<1H OCEAN
42,1581,1.7656,3,96700,<1H OCEAN
40,2150,2.1437,3,94800,<1H OCEAN
42,1167,1.615,3,101300,<1H OCEAN
39,697,1.8472,3,99100,<1H OCEAN
23,2048,1.5313,3,91400,<1H OCEAN
35,1357,2.0917,3,99300,<1H OCEAN
32,842,1.6029,3,89700,<1H OCEAN
39,1463,1.5294,3,111400,<1H OCEAN
40,2357,1.9655,3,102300,<1H OCEAN
39,1468,1.9702,3,93200,<1H OCEAN
43,840,2.7917,3,105600,<1H OCEAN
34,995,2.3352,3,107700,<1H OCEAN
35,1753,1.5,3,93600,<1H OCEAN
43,1074,1.8814,3,94900,<1H OCEAN
30,877,1.5268,3,91600,<1H OCEAN
38,679,1.5714,3,89700,<1H OCEAN
41,707,1.4103,3,86200,<1H OCEAN
40,818,1.8798,3,101300,<1H OCEAN
34,902,2.3365,3,98000,<1H OCEAN
34,1027,2.2946,3,88800,<1H OCEAN
29,1056,2.3056,3,98500,<1H OCEAN
35,1086,1.0375,3,89800,<1H OCEAN
45,850,2.25,3,93400,<1H OCEAN
44,1296,1.6389,3,96700,<1H OCEAN
44,999,1.5147,3,94600,<1H OCEAN
44,760,1.6887,3,99600,<1H OCEAN
37,1092,1.6333,3,94500,<1H OCEAN
41,1408,1.65,3,94200,<1H OCEAN
38,1080,1.5872,3,89800,<1H OCEAN
44,716,2,3,90300,<1H OCEAN
35,1587,1.4917,3,93200,<1H OCEAN
41,466,2.6458,3,91300,<1H OCEAN
34,661,2.0789,3,92400,<1H OCEAN
37,842,1.6645,3,94900,<1H OCEAN
36,1247,1.8191,3,92700,<1H OCEAN
36,702,1.5256,3,95400,<1H OCEAN
42,775,1.1326,3,104800,<1H OCEAN
42,526,2.5,3,110200,<1H OCEAN
40,705,1.7986,3,98900,<1H OCEAN
36,1147,1.7262,3,88800,<1H OCEAN
43,1182,1.6625,3,88700,<1H OCEAN
30,1406,1.449,3,93100,<1H OCEAN
39,1901,1.1468,3,96900,<1H OCEAN
21,1283,1.4329,3,94100,<1H OCEAN
32,1268,1.1051,3,94200,<1H OCEAN
9,438,0.8952,3,81300,<1H OCEAN
44,1197,3.0788,3,100000,<1H OCEAN
42,1503,2.5179,3,97400,<1H OCEAN
43,1051,3.3836,3,129900,<1H OCEAN
47,1003,2.5398,3,105700,<1H OCEAN
41,913,2.0313,3,122600,<1H OCEAN
40,1616,2.875,3,120200,<1H OCEAN
41,605,2.2778,3,128100,<1H OCEAN
38,1657,1.2098,3,88400,<1H OCEAN
39,975,1.5114,3,90400,<1H OCEAN
43,295,2.2969,3,90600,<1H OCEAN
45,448,3.5833,3,90600,<1H OCEAN
52,74,0.4999,3,90600,<1H OCEAN
44,940,2.3333,3,99800,<1H OCEAN
43,1305,1.1434,3,91300,<1H OCEAN
43,736,0.8527,3,90400,<1H OCEAN
37,2865,0.6831,3,87500,<1H OCEAN
40,1210,1.35,3,89500,<1H OCEAN
37,653,1.4792,3,97500,<1H OCEAN
36,1938,1.25,3,97400,<1H OCEAN
21,1167,0.9708,3,107600,<1H OCEAN
28,1799,1.5427,3,95700,<1H OCEAN
37,390,1.6513,3,90200,<1H OCEAN
25,801,1.1384,3,100000,<1H OCEAN
40,1068,0.9889,3,87500,<1H OCEAN
36,2664,0.9298,3,100000,<1H OCEAN
42,899,1.1346,3,85400,<1H OCEAN
37,1040,2,3,84200,<1H OCEAN
34,673,2.0769,3,88300,<1H OCEAN
37,824,1.5132,3,86300,<1H OCEAN
32,861,1.0625,3,89800,<1H OCEAN
42,411,0.9705,3,90000,<1H OCEAN
39,1211,1.7212,3,95500,<1H OCEAN
39,1313,2.0187,3,90100,<1H OCEAN
35,1339,2.1607,3,97600,<1H OCEAN
36,1417,2.3333,3,92100,<1H OCEAN
30,1071,1.2679,3,92000,<1H OCEAN
36,487,1.3,3,87000,<1H OCEAN
39,2015,0.8478,3,104900,<1H OCEAN
32,992,0.8984,3,88700,<1H OCEAN
29,2184,8.2816,3,500001,<1H OCEAN
32,1567,15.0001,3,500001,<1H OCEAN
27,654,12.3767,3,500001,<1H OCEAN
27,3511,12.7296,3,500001,<1H OCEAN
27,497,7.9835,3,500001,<1H OCEAN
20,3731,9.7449,3,500001,<1H OCEAN
36,862,15.0001,3,500001,<1H OCEAN
46,238,15.0001,3,500001,<1H OCEAN
52,384,7.1576,3,500001,<1H OCEAN
31,2092,11.8442,3,500001,<1H OCEAN
35,1065,7.8426,3,500001,<1H OCEAN
32,2768,11.1978,3,500001,<1H OCEAN
27,2336,13.2935,3,500001,<1H OCEAN
29,1500,10.7937,3,500001,<1H OCEAN
40,1564,8.5153,3,500001,<1H OCEAN
37,1318,12.8665,3,500001,<1H OCEAN
42,829,15.0001,3,500001,<1H OCEAN
36,1054,13.5728,3,500001,<1H OCEAN
29,2919,13.947,3,500001,<1H OCEAN
39,414,15,3,500001,<1H OCEAN
37,1925,8.1888,3,500001,<1H OCEAN
45,709,4.825,3,500001,<1H OCEAN
47,819,6.5147,3,500001,<1H OCEAN
14,2926,11.2866,3,500001,<1H OCEAN
33,2540,8.565,3,500001,<1H OCEAN
41,617,8.8619,3,500001,<1H OCEAN
34,662,8.2934,3,500001,<1H OCEAN
24,761,7.3031,3,500001,<1H OCEAN
21,1493,11.4233,3,500001,<1H OCEAN
35,3646,6.0307,3,500001,<1H OCEAN
42,368,10.8082,3,500001,<1H OCEAN
43,761,13.6842,3,500001,<1H OCEAN
45,735,9.1078,3,500001,<1H OCEAN
40,1551,7.0318,3,500001,<1H OCEAN
36,1461,15.0001,3,500001,<1H OCEAN
39,928,7.9096,3,500001,NEAR OCEAN
38,1660,10.1882,3,500001,<1H OCEAN
45,419,7.6447,3,500001,<1H OCEAN
45,916,9.4664,3,500001,<1H OCEAN
48,1282,9.5221,3,500001,<1H OCEAN
42,632,15.0001,3,500001,<1H OCEAN
26,2937,4.801,3,500001,<1H OCEAN
20,2202,4.2554,3,500001,<1H OCEAN
25,1229,3.5909,3,500001,<1H OCEAN
25,1719,3.7721,3,337500,<1H OCEAN
21,1489,4.6197,3,387500,<1H OCEAN
22,2048,4.7009,3,500001,<1H OCEAN
27,1725,4.175,3,500001,<1H OCEAN
36,751,6.7496,3,500001,<1H OCEAN
45,415,7.0285,3,500001,<1H OCEAN
46,410,15.0001,3,500001,<1H OCEAN
34,949,10.3467,3,500001,<1H OCEAN
38,1251,7.7382,3,500001,<1H OCEAN
26,1322,7.1674,3,500001,<1H OCEAN
35,1257,8.9565,3,500001,<1H OCEAN
28,1763,5.5,3,500001,<1H OCEAN
21,965,2.0511,3,350000,<1H OCEAN
14,282,2.2857,3,500001,<1H OCEAN
13,3806,1.3125,3,350000,<1H OCEAN
19,3751,1.583,3,350000,<1H OCEAN
20,2667,2.2444,3,500000,<1H OCEAN
46,482,7.0674,3,500001,<1H OCEAN
43,808,6.7703,3,500001,<1H OCEAN
49,850,14.2867,3,500001,<1H OCEAN
42,913,9.2225,3,500001,<1H OCEAN
9,2609,3.2545,3,500001,<1H OCEAN
18,1886,4.4674,3,500001,<1H OCEAN
32,798,4.7109,3,500000,<1H OCEAN
15,2269,5.7097,3,316700,<1H OCEAN
11,911,7.2675,3,500001,<1H OCEAN
41,601,5.3777,3,500001,<1H OCEAN
22,1581,5.2555,3,500001,<1H OCEAN
13,1649,6.2389,3,500001,<1H OCEAN
40,1077,6.1527,3,500001,<1H OCEAN
31,523,7.4219,3,500001,<1H OCEAN
38,1122,4.1908,3,500001,<1H OCEAN
20,1675,5.1999,3,500001,<1H OCEAN
44,291,10.8045,3,500001,<1H OCEAN
52,640,6.871,3,500001,<1H OCEAN
38,1698,4.8304,3,500001,<1H OCEAN
52,727,6.7115,3,500001,<1H OCEAN
24,1613,3.9673,3,477300,<1H OCEAN
20,2492,4.1141,3,305000,<1H OCEAN
22,1588,4.8618,3,500001,<1H OCEAN
52,962,5.8587,3,494700,<1H OCEAN
28,936,2.1875,3,181300,<1H OCEAN
22,1848,3.6673,3,283300,<1H OCEAN
23,2031,2.7679,3,277500,<1H OCEAN
25,3136,2.6509,3,410000,<1H OCEAN
23,2103,3.7549,3,275000,<1H OCEAN
19,1820,3.2663,3,337500,<1H OCEAN
21,2719,3.5335,3,268800,<1H OCEAN
19,1837,3.0173,3,393800,<1H OCEAN
25,1390,3.0069,3,325000,<1H OCEAN
25,1558,3.6976,3,360000,<1H OCEAN
17,1404,3.1235,3,420800,<1H OCEAN
31,1632,3.287,3,348100,<1H OCEAN
21,1435,3.9489,3,360200,<1H OCEAN
45,520,2.6528,3,300000,<1H OCEAN
39,931,3.7813,3,336300,<1H OCEAN
49,14,2.1875,3,225000,<1H OCEAN
16,3,0.536,3,350000,<1H OCEAN
31,1535,3.0714,3,347800,<1H OCEAN
52,735,5.2954,3,485100,<1H OCEAN
46,639,4.925,3,409800,<1H OCEAN
42,1115,4.5833,3,427500,<1H OCEAN
16,3026,5.8758,3,500001,<1H OCEAN
33,1124,5.0151,3,500001,<1H OCEAN
52,981,7.8164,3,500001,<1H OCEAN
26,1518,5.0762,3,500001,<1H OCEAN
40,720,9.272,3,500001,<1H OCEAN
42,420,12.8483,3,500001,<1H OCEAN
36,871,8.1484,3,500001,<1H OCEAN
33,994,3.7277,3,500001,<1H OCEAN
49,228,8.0239,3,500001,<1H OCEAN
35,1047,4.0283,3,412500,<1H OCEAN
42,1253,5.222,3,500001,<1H OCEAN
34,859,3.6953,3,500001,<1H OCEAN
25,1139,4.0153,3,460000,<1H OCEAN
52,681,10.9805,3,500001,<1H OCEAN
52,800,11.1768,3,500001,<1H OCEAN
36,1234,5.1637,3,500001,<1H OCEAN
51,771,6.626,3,500001,<1H OCEAN
52,574,5.6454,3,500001,<1H OCEAN
45,834,7.3028,3,500001,<1H OCEAN
