"author","title","venue","volume",'pages',"year",'type',"access","key",'doi',"ee","url"
"Emily R. Boeving,Eliza L. Nelson",Social Risk Dissociates Social Network Structure across Lateralized Behaviors in Spider Monkeys.,Symmetry,10,390,2018,Journal Articles,open,journals/symmetry/BoevingN18,10.3390/SYM10090390,https://doi.org/10.3390/sym10090390,https://dblp.org/rec/journals/symmetry/BoevingN18
"Tie Qiu 0001,Xin Wang 0038,Chen Chen 0006,Mohammed Atiquzzaman,Lei Liu 0031",TMED - A Spider-Web-Like Transmission Mechanism for Emergency Data in Vehicular Ad Hoc Networks.,IEEE Trans. Veh. Technol.,67,8682-8694,2018,Journal Articles,closed,journals/tvt/QiuWCAL18,10.1109/TVT.2018.2841348,https://doi.org/10.1109/TVT.2018.2841348,https://dblp.org/rec/journals/tvt/QiuWCAL18
"Jun Wang 0064,Song Gao 0012,Shimin Zhao,Guang Hu,Xiaoli Zhang,Guowang Xie",Research on Artificial Spider Web Model for Farmland Wireless Sensor Network.,Wirel. Commun. Mob. Comput.,2018,NaN,2018,Journal Articles,open,journals/wicomm/WangGZHZX18,10.1155/2018/6393049,https://doi.org/10.1155/2018/6393049,https://dblp.org/rec/journals/wicomm/WangGZHZX18
"Nitin Mittal,Urvinder Singh,Rohit Salgotra,Balwinder Singh Sohi",A boolean spider monkey optimization based energy efficient clustering approach for WSNs.,Wirel. Networks,24,2093-2109,2018,Journal Articles,closed,journals/winet/MittalSSS18,10.1007/S11276-017-1459-4,https://doi.org/10.1007/s11276-017-1459-4,https://dblp.org/rec/journals/winet/MittalSSS18
"Sandip Das 0001,Subhadeep Ranjan Dev,Arpan Sadhukhan,Uma Kant Sahoo,Sagnik Sen 0001",Burning Spiders.,CALDAM,NaN,155-163,2018,Conference and Workshop Papers,closed,conf/caldam/0001DSSS18,10.1007/978-3-319-74180-2_13,https://doi.org/10.1007/978-3-319-74180-2_13,https://dblp.org/rec/conf/caldam/0001DSSS18
"Anders P. K. Dalskov,Claudio Orlandi",Can You Trust Your Encrypted Cloud? - An Assessment of SpiderOakONE's Security.,AsiaCCS,NaN,343-355,2018,Conference and Workshop Papers,closed,conf/ccs/DalskovO18,10.1145/3196494.3196547,https://doi.org/10.1145/3196494.3196547,https://dblp.org/rec/conf/ccs/DalskovO18
"Erredir Chahrazad,Emir Bouarroudj,Mohamed Lahdi Riabi",Social-Spider Optimization Neural Networks for Microwave Filters Modeling.,CIIA,NaN,364-372,2018,Conference and Workshop Papers,closed,conf/ciia/ChahrazadBR18a,10.1007/978-3-319-89743-1_32,https://doi.org/10.1007/978-3-319-89743-1_32,https://dblp.org/rec/conf/ciia/ChahrazadBR18a
"Catarina Vales,Sarah States,Anna V. Fisher","More like a bee, less like a spider, and not like a tomato - Ecologically-valid enrichment experiences promote changes in how young children differentiate biological categories.",CogSci,NaN,NaN,2018,Conference and Workshop Papers,open,conf/cogsci/ValesSF18,NaN,https://mindmodeling.org/cogsci2018/papers/0495/index.html,https://dblp.org/rec/conf/cogsci/ValesSF18
"Lopamudra Choudhury,Mihir K. Chakraborty,Gem Stapleton",Spider Diagrams with Absence.,DMSVIVA,NaN,91-100,2018,Conference and Workshop Papers,unavailable,conf/dms/ChoudhuryCS18,NaN,NaN,https://dblp.org/rec/conf/dms/ChoudhuryCS18
"Yifan Xu 0005,Tianqi Fan,Mingye Xu,Long Zeng,Yu Qiao 0001",SpiderCNN - Deep Learning on Point Sets with Parameterized Convolutional Filters.,ECCV,NaN,90-105,2018,Conference and Workshop Papers,closed,conf/eccv/XuFXZQ18,10.1007/978-3-030-01237-3_6,https://doi.org/10.1007/978-3-030-01237-3_6,https://dblp.org/rec/conf/eccv/XuFXZQ18
"Tao Yu 0009,Rui Zhang 0037,Kai Yang,Michihiro Yasunaga,Dongxu Wang,Zifan Li,James Ma,Irene Li,Qingning Yao,Shanelle Roman,Zilin Zhang,Dragomir R. Radev",Spider - A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task.,EMNLP,NaN,3911-3921,2018,Conference and Workshop Papers,open,conf/emnlp/YuZYYWLMLYRZR18,10.18653/V1/D18-1425,https://doi.org/10.18653/v1/d18-1425,https://dblp.org/rec/conf/emnlp/YuZYYWLMLYRZR18
"Vibhaalakshmi Sivaraman,Shaileshh Bojja Venkatakrishnan,Mohammad Alizadeh,Giulia C. Fanti,Pramod Viswanath",Routing Cryptocurrency with the Spider Network.,HotNets,NaN,29-35,2018,Conference and Workshop Papers,closed,conf/hotnets/SivaramanVAFV18,10.1145/3286062.3286067,https://doi.org/10.1145/3286062.3286067,https://dblp.org/rec/conf/hotnets/SivaramanVAFV18
"Siddhartha Bhattacharyya,Václav Snásel,Alokananda Dey,Sandip Dey,Debanjan Konar",Quantum Spider Monkey Optimization (QSMO) Algorithm for Automatic Gray-Scale Image Clustering.,ICACCI,NaN,1869-1874,2018,Conference and Workshop Papers,closed,conf/icacci/BhattacharyyaSD18,10.1109/ICACCI.2018.8554872,https://doi.org/10.1109/ICACCI.2018.8554872,https://dblp.org/rec/conf/icacci/BhattacharyyaSD18
"B. Bhagwanti,Harish Sharma,Nirmala Sharma",Accelerative Factor Based Spider Monkey Optimization.,ICCCNT,NaN,1-6,2018,Conference and Workshop Papers,closed,conf/icccnt/BhagwantiSS18,10.1109/ICCCNT.2018.8493673,https://doi.org/10.1109/ICCCNT.2018.8493673,https://dblp.org/rec/conf/icccnt/BhagwantiSS18
"Joseph Armas,Víctor H. Andaluz",Alternative Treatment of Psychological Disorders Such as Spider Phobia Through Virtual Reality Environments.,ISVC,NaN,687-697,2018,Conference and Workshop Papers,closed,conf/isvc/ArmasA18,10.1007/978-3-030-03801-4_60,https://doi.org/10.1007/978-3-030-03801-4_60,https://dblp.org/rec/conf/isvc/ArmasA18
"Moonsung Cho,Klaus Affeld,Peter Neubauer,Ingo Rechenberg",Spiders' Ballooning Flight as a Model for the Exploration of Hazardous Atmospheric Weather Conditions.,Living Machines,NaN,110-114,2018,Conference and Workshop Papers,closed,conf/lm/ChoANR18,10.1007/978-3-319-95972-6_12,https://doi.org/10.1007/978-3-319-95972-6_12,https://dblp.org/rec/conf/lm/ChoANR18
"S. M. Hadi Sadati,Thomas Williams",Toward Computing with Spider Webs - Computational Setup Realization.,Living Machines,NaN,391-402,2018,Conference and Workshop Papers,closed,conf/lm/SadatiW18,10.1007/978-3-319-95972-6_43,https://doi.org/10.1007/978-3-319-95972-6_43,https://dblp.org/rec/conf/lm/SadatiW18
"Cong Fang,Chris Junchi Li,Zhouchen Lin,Tong Zhang 0001",SPIDER - Near-Optimal Non-Convex Optimization via Stochastic Path-Integrated Differential Estimator.,NeurIPS,NaN,687-697,2018,Conference and Workshop Papers,open,conf/nips/FangLLZ18,NaN,https://proceedings.neurips.cc/paper/2018/hash/1543843a4723ed2ab08e18053ae6dc5b-Abstract.html,https://dblp.org/rec/conf/nips/FangLLZ18
"Kenny Hey Tow,Desmond M. Chow,Fritz Vollrath,Isabelle Dicaire,Tom Gheysens,Luc Thevenaz",From Spider Webs to a Biomimetic Optical Fibre Sensor.,OFC,NaN,1-3,2018,Conference and Workshop Papers,closed,conf/ofc/TowCVDGT18,NaN,https://ieeexplore.ieee.org/document/8386051,https://dblp.org/rec/conf/ofc/TowCVDGT18
"Xray Halperin,David Santiago,Abdul Bezrati",Spider-Man IG-impostors - cityscapes and beyond.,SIGGRAPH Asia Technical Briefs,NaN,13:1-13:4,2018,Conference and Workshop Papers,closed,conf/siggrapha/HalperinSB18,10.1145/3283254.3283259,https://doi.org/10.1145/3283254.3283259,https://dblp.org/rec/conf/siggrapha/HalperinSB18
"V. Rajinikanth,Nilanjan Dey,Suresh Chandra Satapathy,Krishnamurthy Kamalanand",Inspection of Crop-Weed Image Database Using Kapur's Entropy and Spider Monkey Optimization.,SocProS,NaN,405-414,2018,Conference and Workshop Papers,closed,conf/socpros/RajinikanthDSK18,10.1007/978-981-15-0035-0_32,https://doi.org/10.1007/978-981-15-0035-0_32,https://dblp.org/rec/conf/socpros/RajinikanthDSK18
"Yifan Xu 0005,Tianqi Fan,Mingye Xu,Long Zeng,Yu Qiao 0001",SpiderCNN - Deep Learning on Point Sets with Parameterized Convolutional Filters.,CoRR,abs/1803.11527,NaN,2018,Informal Publications,open,journals/corr/abs-1803-11527,NaN,http://arxiv.org/abs/1803.11527,https://dblp.org/rec/journals/corr/abs-1803-11527
"Maximilian Arnold,Marc Gauger,Stephan ten Brink",Evaluating Massive MIMO Precoding based on 3D-Channel Measurements with a Spider Antenna.,CoRR,abs/1804.05881,NaN,2018,Informal Publications,open,journals/corr/abs-1804-05881,NaN,http://arxiv.org/abs/1804.05881,https://dblp.org/rec/journals/corr/abs-1804-05881
"Rozita Teymourzadeh,Rahim Nakhli Mahal,Ng Keng Shen,Kok Wai Chan",Adaptive Intelligent Spider Robot.,CoRR,abs/1806.03707,NaN,2018,Informal Publications,open,journals/corr/abs-1806-03707,NaN,http://arxiv.org/abs/1806.03707,https://dblp.org/rec/journals/corr/abs-1806-03707
"Duc A. Hoang,Amanj Khorramian,Ryuhei Uehara",Shortest Reconfiguration Sequence for Sliding Tokens on Spiders.,CoRR,abs/1806.08291,NaN,2018,Informal Publications,open,journals/corr/abs-1806-08291,NaN,http://arxiv.org/abs/1806.08291,https://dblp.org/rec/journals/corr/abs-1806-08291
"Cong Fang,Chris Junchi Li,Zhouchen Lin,Tong Zhang 0001",SPIDER - Near-Optimal Non-Convex Optimization via Stochastic Path Integrated Differential Estimator.,CoRR,abs/1807.01695,NaN,2018,Informal Publications,open,journals/corr/abs-1807-01695,NaN,http://arxiv.org/abs/1807.01695,https://dblp.org/rec/journals/corr/abs-1807-01695
Mark Neyrinck,The Cosmic Spiderweb and General Origami Tessellation Design.,CoRR,abs/1809.00015,NaN,2018,Informal Publications,open,journals/corr/abs-1809-00015,NaN,http://arxiv.org/abs/1809.00015,https://dblp.org/rec/journals/corr/abs-1809-00015
"Vibhaalakshmi Sivaraman,Shaileshh Bojja Venkatakrishnan,Mohammad Alizadeh,Giulia C. Fanti,Pramod Viswanath",Routing Cryptocurrency with the Spider Network.,CoRR,abs/1809.05088,NaN,2018,Informal Publications,open,journals/corr/abs-1809-05088,NaN,http://arxiv.org/abs/1809.05088,https://dblp.org/rec/journals/corr/abs-1809-05088
"Tao Yu 0009,Rui Zhang 0037,Kai Yang,Michihiro Yasunaga,Dongxu Wang,Zifan Li,James Ma,Irene Li,Qingning Yao,Shanelle Roman,Zilin Zhang,Dragomir R. Radev",Spider - A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task.,CoRR,abs/1809.08887,NaN,2018,Informal Publications,open,journals/corr/abs-1809-08887,NaN,http://arxiv.org/abs/1809.08887,https://dblp.org/rec/journals/corr/abs-1809-08887
"Zhe Wang 0021,Kaiyi Ji,Yi Zhou,Yingbin Liang,Vahid Tarokh",SpiderBoost - A Class of Faster Variance-reduced Algorithms for Nonconvex Optimization.,CoRR,abs/1810.10690,NaN,2018,Informal Publications,open,journals/corr/abs-1810-10690,NaN,http://arxiv.org/abs/1810.10690,https://dblp.org/rec/journals/corr/abs-1810-10690
"Jingzhao Zhang,Hongyi Zhang,Suvrit Sra",R-SPIDER - A Fast Riemannian Stochastic Optimization Algorithm with Curvature Independent Rate.,CoRR,abs/1811.04194,NaN,2018,Informal Publications,open,journals/corr/abs-1811-04194,NaN,http://arxiv.org/abs/1811.04194,https://dblp.org/rec/journals/corr/abs-1811-04194
"Ruxin Zhao,Qifang Luo,Yongquan Zhou",Elite Opposition-Based Social Spider Optimization Algorithm for Global Function Optimization.,Algorithms,10,9,2017,Journal Articles,open,journals/algorithms/ZhaoLZ17,10.3390/A10010009,https://doi.org/10.3390/a10010009,https://dblp.org/rec/journals/algorithms/ZhaoLZ17
"Lalit Maurya,Prasant Kumar Mahapatra,Amod Kumar",A social spider optimized image fusion approach for contrast enhancement and brightness preservation.,Appl. Soft Comput.,52,575-592,2017,Journal Articles,closed,journals/asc/MauryaMK17,10.1016/J.ASOC.2016.10.012,https://doi.org/10.1016/j.asoc.2016.10.012,https://dblp.org/rec/journals/asc/MauryaMK17
"Ramalingaswamy Cheruku,Damodar Reddy Edla,Venkatanareshbabu Kuppili",SM-RuleMiner - Spider monkey based rule miner using novel fitness function for diabetes classification.,Comput. Biol. Medicine,81,79-92,2017,Journal Articles,closed,journals/cbm/CherukuEK17,10.1016/J.COMPBIOMED.2016.12.009,https://doi.org/10.1016/j.compbiomed.2016.12.009,https://dblp.org/rec/journals/cbm/CherukuEK17
"Kavita Gupta,Kusum Deep,Jagdish Chand Bansal",Improving the Local Search Ability of Spider Monkey Optimization Algorithm Using Quadratic Approximation for Unconstrained Optimization.,Comput. Intell.,33,210-240,2017,Journal Articles,closed,journals/ci/GuptaDB17,10.1111/COIN.12081,https://doi.org/10.1111/coin.12081,https://dblp.org/rec/journals/ci/GuptaDB17
"Dharmendra Prasad Mahato,Ravi Shankar Singh",Balanced task allocation in the on-demand computing-based transaction processing system using social spider optimization.,Concurr. Comput. Pract. Exp.,29,NaN,2017,Journal Articles,closed,journals/concurrency/MahatoS17,10.1002/CPE.4214,https://doi.org/10.1002/cpe.4214,https://dblp.org/rec/journals/concurrency/MahatoS17
"Yongquan Zhou,Yuxiang Zhou,Qifang Luo,Mohamed Abdel-Basset",A simplex method-based social spider optimization algorithm for clustering analysis.,Eng. Appl. Artif. Intell.,64,67-82,2017,Journal Articles,closed,journals/eaai/ZhouZLB17,10.1016/J.ENGAPPAI.2017.06.004,https://doi.org/10.1016/j.engappai.2017.06.004,https://dblp.org/rec/journals/eaai/ZhouZLB17
David Fernández-Duque,Worms and Spiders - Reflection Calculi and Ordinal Notation Systems.,FLAP,4,3277-3356,2017,Journal Articles,open,journals/flap/Fernandez-Duque17,NaN,http://collegepublications.co.uk/ifcolog/?00019,https://dblp.org/rec/journals/flap/Fernandez-Duque17
"Shouhui Wang,Jianguo Dai,Qingzhan Zhao,Meina Cui",Application of grey systems in predicting the degree of cotton spider mite infestations.,Grey Syst. Theory Appl.,7,353-364,2017,Journal Articles,closed,journals/gsta/WangDZC17,10.1108/GS-05-2017-0014,https://doi.org/10.1108/GS-05-2017-0014,https://dblp.org/rec/journals/gsta/WangDZC17
"Huaning Wu,Yalong Yan,Chao Liu 0018,Jing Zhang",Pattern Synthesis of Sparse Linear Arrays Using Spider Monkey Optimization.,IEICE Trans. Commun.,100-B,426-432,2017,Journal Articles,closed,journals/ieicet/WuYLZ17,10.1587/TRANSCOM.2016EBP3203,https://doi.org/10.1587/transcom.2016EBP3203,https://dblp.org/rec/journals/ieicet/WuYLZ17
"Kaveh Ahmadi,Ezzatollah Salari",Social-spider optimised particle filtering for tracking of targets with discontinuous measurement data.,IET Comput. Vis.,11,246-254,2017,Journal Articles,closed,journals/iet-cvi/AhmadiS17,10.1049/IET-CVI.2016.0347,https://doi.org/10.1049/iet-cvi.2016.0347,https://dblp.org/rec/journals/iet-cvi/AhmadiS17
"Rajesh Rohilla,Vanshaj Sikri,Rajiv Kapoor",Spider monkey optimisation assisted particle filter for robust object tracking.,IET Comput. Vis.,11,207-219,2017,Journal Articles,closed,journals/iet-cvi/RohillaSK17,10.1049/IET-CVI.2016.0201,https://doi.org/10.1049/iet-cvi.2016.0201,https://dblp.org/rec/journals/iet-cvi/RohillaSK17
"Ajay Sharma,Harish Sharma,Annapurna Bhargava,Nirmala Sharma",Power law-based local search in spider monkey optimisation for lower order system modelling.,Int. J. Syst. Sci.,48,150-160,2017,Journal Articles,closed,journals/ijsysc/SharmaSBS17,10.1080/00207721.2016.1165895,https://doi.org/10.1080/00207721.2016.1165895,https://dblp.org/rec/journals/ijsysc/SharmaSBS17
Changjun Chen,Constructing a multidimensional free energy surface like a spider weaving a web.,J. Comput. Chem.,38,2298-2306,2017,Journal Articles,closed,journals/jcc/Chen17,10.1002/JCC.24881,https://doi.org/10.1002/jcc.24881,https://dblp.org/rec/journals/jcc/Chen17
"Jianfeng Qiu,Juan Xie,Fan Cheng,Xuefeng Zhang,Lei Zhang 0060",A Hybrid Social Spider Optimization Algorithm with Differential Evolution for Global Optimization.,J. Univers. Comput. Sci.,23,619-635,2017,Journal Articles,open,journals/jucs/QiuXCZZ17,NaN,http://www.jucs.org/jucs_23_7/a_hybrid_social_spider,https://dblp.org/rec/journals/jucs/QiuXCZZ17
"Jim Burton 0001,John Howse",The Semiotics of Spider Diagrams.,Logica Universalis,11,177-204,2017,Journal Articles,closed,journals/lu/BurtonH17,10.1007/S11787-017-0167-2,https://doi.org/10.1007/s11787-017-0167-2,https://dblp.org/rec/journals/lu/BurtonH17
"Ajay Sharma,Harish Sharma,Annapurna Bhargava,Nirmala Sharma,Jagdish Chand Bansal",Optimal placement and sizing of capacitor using Limaçon inspired spider monkey optimization algorithm.,Memetic Comput.,9,311-331,2017,Journal Articles,closed,journals/memetic/SharmaSBSB17,10.1007/S12293-016-0208-Z,https://doi.org/10.1007/s12293-016-0208-z,https://dblp.org/rec/journals/memetic/SharmaSBSB17
"Kavita Gupta,Kusum Deep,Jagdish Chand Bansal",Spider monkey optimization algorithm for constrained optimization problems.,Soft Comput.,21,6933-6962,2017,Journal Articles,closed,journals/soco/GuptaDB17,10.1007/S00500-016-2419-0,https://doi.org/10.1007/s00500-016-2419-0,https://dblp.org/rec/journals/soco/GuptaDB17
"Mohamed A. Tawhid,Ahmed Fouad Ali",A hybrid social spider optimization and genetic algorithm for minimizing molecular potential energy function.,Soft Comput.,21,6499-6514,2017,Journal Articles,closed,journals/soco/TawhidA17,10.1007/S00500-016-2208-9,https://doi.org/10.1007/s00500-016-2208-9,https://dblp.org/rec/journals/soco/TawhidA17
"Zi-Xing Lin,Fei Peng,Min Long",A reversible watermarking for authenticating 2D vector graphics based on bionic spider web.,Signal Process. Image Commun.,57,134-146,2017,Journal Articles,closed,journals/spic/LinPL17,10.1016/J.IMAGE.2017.05.012,https://doi.org/10.1016/j.image.2017.05.012,https://dblp.org/rec/journals/spic/LinPL17
"You-Hong Li,Jian-qiang Wang,Xue-Jun Wang,Yue-Long Zhao,Xing-Hua Lu,Da-Long Liu",Community Detection Based on Differential Evolution Using Social Spider Optimization.,Symmetry,9,183,2017,Journal Articles,open,journals/symmetry/LiWWZLL17,10.3390/SYM9090183,https://doi.org/10.3390/sym9090183,https://dblp.org/rec/journals/symmetry/LiWWZLL17
Takuro Fukunaga,Spider Covers for Prize-Collecting Network Activation Problem.,ACM Trans. Algorithms,13,49:1-49:31,2017,Journal Articles,closed,journals/talg/Fukunaga17,10.1145/3132742,https://doi.org/10.1145/3132742,https://dblp.org/rec/journals/talg/Fukunaga17
"Na Gong,Seyed Alireza Pourbakhsh,Xiaowei Chen,Xin Wang,Dongliang Chen,Jinhui Wang",SPIDER - Sizing-Priority-Based Application-Driven Memory for Mobile Video Applications.,IEEE Trans. Very Large Scale Integr. Syst.,25,2625-2634,2017,Journal Articles,closed,journals/tvlsi/GongPCWCW17,10.1109/TVLSI.2017.2715002,https://doi.org/10.1109/TVLSI.2017.2715002,https://dblp.org/rec/journals/tvlsi/GongPCWCW17
"Muhammad Junaid,Muhammad Hassan Rahim,Anwar Ur Rehman,Waqar Ali,Muhammad Awais 0002,Tamour Bilal,Nadeem Javaid",Demand Side Optimization in Smart Grid Using Harmony Search Algorithm and Social Spider Algorithm.,3PGCIC,NaN,16-25,2017,Conference and Workshop Papers,closed,conf/3pgcic/JunaidRRAABJ17,10.1007/978-3-319-69835-9_2,https://doi.org/10.1007/978-3-319-69835-9_2,https://dblp.org/rec/conf/3pgcic/JunaidRRAABJ17
"Arje Saba,Adia Khalid,Adnan Ishaq,Komal Parvez,Sayed Aimal,Waqar Ali,Nadeem Javaid",Home Energy Management Using Social Spider and Bacterial Foraging Algorithm.,3PGCIC,NaN,26-36,2017,Conference and Workshop Papers,closed,conf/3pgcic/SabaKIPAAJ17,10.1007/978-3-319-69835-9_3,https://doi.org/10.1007/978-3-319-69835-9_3,https://dblp.org/rec/conf/3pgcic/SabaKIPAAJ17
"Arijit Datta,Vimal Bhatia",Social spider optimizer based large MIMO detector.,ANTS,NaN,1-6,2017,Conference and Workshop Papers,closed,conf/IEEEants/DattaB17,10.1109/ANTS.2017.8384183,https://doi.org/10.1109/ANTS.2017.8384183,https://dblp.org/rec/conf/IEEEants/DattaB17
"Victoria Chang,Pramod Chundury,Marshini Chetty","Spiders in the Sky - User Perceptions of Drones, Privacy, and Security.",CHI,NaN,6765-6776,2017,Conference and Workshop Papers,closed,conf/chi/ChangCC17,10.1145/3025453.3025632,https://doi.org/10.1145/3025453.3025632,https://dblp.org/rec/conf/chi/ChangCC17
