,totalprice,houseinfo,followinfo
584,415,3室2厅 | 104.05平米 | 南 北 西 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,41人关注 / 1个月以前发布
585,728,4室2厅 | 168.04平米 | 东 南 北 | 精装 | 高楼层(共6层) | 2016年建 | 板楼,21人关注 / 3个月以前发布
586,680,3室2厅 | 135.8平米 | 南 北 | 精装 | 中楼层(共6层) | 2013年建 | 板楼,15人关注 / 3个月以前发布
587,319,2室1厅 | 62.98平米 | 南 北 | 精装 | 高楼层(共7层) | 2002年建 | 板楼,83人关注 / 3个月以前发布
588,1228,3室1厅 | 129.14平米 | 东南 | 精装 | 27层 | 2005年建 | 板塔结合,88人关注 / 1个月以前发布
589,760,3室2厅 | 120.05平米 | 东南 南 | 简装 | 中楼层(共18层) | 1997年建 | 塔楼,41人关注 / 1个月以前发布
590,609,3室1厅 | 127.85平米 | 南 | 精装 | 中楼层(共21层) | 2004年建 | 塔楼,29人关注 / 3个月以前发布
591,619,2室1厅 | 81.46平米 | 东 西 | 简装 | 低楼层(共15层) | 2007年建 | 板楼,60人关注 / 2个月以前发布
592,1215,3室1厅 | 84.4平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板楼,74人关注 / 5个月以前发布
593,750,3室2厅 | 157.37平米 | 南 北 | 简装 | 11层 | 2000年建 | 板塔结合,50人关注 / 1个月以前发布
594,276,1室1厅 | 63.28平米 | 南 | 简装 | 高楼层(共18层) | 2015年建 | 板楼,14人关注 / 21天以前发布
595,738,2室1厅 | 61.57平米 | 南 北 | 精装 | 6层  | 板塔结合,19人关注 / 13天以前发布
596,280,1室1厅 | 49.16平米 | 东 | 精装 | 中楼层(共6层) | 1992年建 | 板楼,14人关注 / 11天以前发布
597,166,2室1厅 | 44.79平米 | 南 | 精装 | 顶层(共5层) | 1977年建 | 板楼,31人关注 / 13天以前发布
598,375,1室1厅 | 70.61平米 | 南 | 简装 | 高楼层(共13层)  | 板楼,11人关注 / 13天以前发布
599,599,3室2厅 | 124.59平米 | 南 北 | 精装 | 中楼层(共6层) | 2018年建 | 板楼,15人关注 / 8天以前发布
600,221,2室1厅 | 74.22平米 | 南 北 | 简装 | 底层(共6层) | 1997年建 | 板楼,29人关注 / 12天以前发布
601,430,2室1厅 | 84.24平米 | 南 | 简装 | 中楼层(共18层) | 2008年建 | 板楼,14人关注 / 14天以前发布
602,386,3室1厅 | 51.65平米 | 南 西 北 | 简装 | 底层(共4层) | 2018年建 | 板楼,77人关注 / 8天以前发布
603,178.5,1室0厅 | 45.99平米 | 南 | 简装 | 高楼层(共7层) | 2002年建 | 板楼,12人关注 / 15天以前发布
604,310,2室1厅 | 69.92平米 | 西南 | 精装 | 高楼层(共18层) | 2011年建 | 塔楼,7人关注 / 10天以前发布
605,518,2室1厅 | 84.21平米 | 西北 | 精装 | 低楼层(共16层) | 2002年建 | 塔楼,7人关注 / 8天以前发布
606,349,2室1厅 | 61.35平米 | 南 北 | 精装 | 底层(共6层) | 1993年建 | 板楼,52人关注 / 11天以前发布
607,303,2室1厅 | 72.17平米 | 南 | 简装 | 底层(共21层) | 2013年建 | 板塔结合,6人关注 / 12天以前发布
608,650,1室1厅 | 64.99平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,21人关注 / 9天以前发布
609,245,1室1厅 | 36.34平米 | 西 | 精装 | 16层 | 2011年建 | 板楼,14人关注 / 9天以前发布
610,376,2室1厅 | 52.86平米 | 西 | 精装 | 低楼层(共16层)  | 塔楼,79人关注 / 14天以前发布
611,436,2室1厅 | 54.8平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,23人关注 / 11天以前发布
612,375,1室1厅 | 57.04平米 | 西 | 精装 | 25层 | 2007年建 | 塔楼,17人关注 / 13天以前发布
613,370,2室1厅 | 74.07平米 | 南 | 简装 | 低楼层(共14层) | 2011年建 | 板楼,38人关注 / 9天以前发布
614,323,1室1厅 | 63.63平米 | 东 西南 | 简装 | 高楼层(共7层) | 2002年建 | 板楼,6人关注 / 8天以前发布
615,188,1室0厅 | 44.04平米 | 西 | 精装 | 22层 | 2009年建 | 塔楼,18人关注 / 9天以前发布
616,398,1室1厅 | 42.16平米 | 南 北 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,34人关注 / 9天以前发布
617,415,1室1厅 | 63.4平米 | 南 | 精装 | 中楼层(共9层) | 2011年建 | 板楼,37人关注 / 15天以前发布
618,299,1室1厅 | 61.86平米 | 西南 | 简装 | 顶层(共24层) | 2000年建 | 塔楼,16人关注 / 9天以前发布
619,459,2室1厅 | 95.35平米 | 南 西 | 简装 | 中楼层(共7层)  | 板塔结合,62人关注 / 23天以前发布
620,580,2室1厅 | 73.72平米 | 东南 | 精装 | 高楼层(共24层) | 1996年建 | 塔楼,14人关注 / 20天以前发布
621,750,3室1厅 | 114.72平米 | 南 北 | 精装 | 中楼层(共15层)  | 板楼,16人关注 / 26天以前发布
622,545,2室1厅 | 68.64平米 | 西南 | 精装 | 28层 | 2004年建 | 塔楼,74人关注 / 30天以前发布
623,1055,3室1厅 | 84.33平米 | 东 南 北 | 精装 | 中楼层(共21层)  | 板塔结合,42人关注 / 26天以前发布
624,437,2室1厅 | 84.83平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板楼,9人关注 / 16天以前发布
625,425,2室1厅 | 89.39平米 | 南 北 | 简装 | 中楼层(共7层) | 2004年建 | 板楼,25人关注 / 14天以前发布
626,445,3室1厅 | 74.6平米 | 西 南 北 | 简装 | 高楼层(共7层) | 1990年建 | 板楼,39人关注 / 14天以前发布
627,860,3室1厅 | 61.2平米 | 南 | 精装 | 顶层(共18层) | 1998年建 | 塔楼,31人关注 / 14天以前发布
628,610,2室1厅 | 85.98平米 | 南 | 精装 | 中楼层(共21层) | 2015年建 | 板楼,36人关注 / 16天以前发布
629,355,3室2厅 | 89.49平米 | 南 北 | 简装 | 高楼层(共9层) | 2012年建 | 板楼,11人关注 / 13天以前发布
630,640,3室2厅 | 124.47平米 | 南 北 | 精装 | 中楼层(共6层) | 2006年建 | 板楼,22人关注 / 16天以前发布
631,330,2室1厅 | 93.26平米 | 东南 | 简装 | 高楼层(共23层) | 2004年建 | 板塔结合,18人关注 / 14天以前发布
632,630,2室2厅 | 62.13平米 | 南 北 | 精装 | 高楼层(共21层) | 1998年建 | 塔楼,24人关注 / 15天以前发布
633,549,2室1厅 | 70.72平米 | 南 北 | 精装 | 低楼层(共9层) | 2004年建 | 板塔结合,51人关注 / 13天以前发布
634,345,1室1厅 | 51.01平米 | 西北 东南 | 简装 | 顶层(共6层) | 1991年建 | 板楼,17人关注 / 6天以前发布
635,274,2室1厅 | 71.03平米 | 南 北 | 其他 | 中楼层(共6层) | 1995年建 | 板楼,23人关注 / 16天以前发布
636,305,2室1厅 | 48.08平米 | 东北 | 精装 | 高楼层(共16层) | 2012年建 | 板塔结合,14人关注 / 14天以前发布
637,616,2室1厅 | 63.04平米 | 东 西 | 毛坯 | 中楼层(共6层) | 1980年建 | 板楼,9人关注 / 5天以前发布
638,359,3室1厅 | 71.92平米 | 南 北 | 精装 | 顶层(共6层)  | 板楼,49人关注 / 16天以前发布
639,279,2室1厅 | 85.68平米 | 南 北 | 精装 | 中楼层(共7层) | 2000年建 | 板楼,15人关注 / 14天以前发布
640,630,2室1厅 | 58.37平米 | 南 北 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,43人关注 / 12天以前发布
641,645,3室1厅 | 110.92平米 | 东南 | 精装 | 中楼层(共19层) | 2001年建 | 板塔结合,47人关注 / 11天以前发布
642,196,2室1厅 | 62平米 | 南 | 简装 | 高楼层(共21层) | 2012年建 | 板楼,15人关注 / 16天以前发布
643,355,2室1厅 | 84.1平米 | 南 北 | 简装 | 中楼层(共18层) | 2012年建 | 板楼,50人关注 / 13天以前发布
644,246,2室1厅 | 65.53平米 | 南 北 | 精装 | 底层(共6层) | 1994年建 | 板楼,32人关注 / 15天以前发布
645,245,1室1厅 | 78.54平米 | 西 | 精装 | 低楼层(共12层) | 2015年建 | 塔楼,10人关注 / 14天以前发布
646,380,2室1厅 | 64.29平米 | 南 | 精装 | 中楼层(共17层) | 2012年建 | 板楼,20人关注 / 12天以前发布
647,668,2室1厅 | 97.17平米 | 西北 | 简装 | 中楼层(共17层) | 2003年建 | 塔楼,30人关注 / 13天以前发布
648,255,3室1厅 | 100.22平米 | 南 北 | 简装 | 11层 | 2013年建 | 板楼,21人关注 / 16天以前发布
649,588,2室2厅 | 92.91平米 | 南 西 北 | 精装 | 中楼层(共13层) | 2006年建 | 板楼,37人关注 / 11天以前发布
650,420,2室1厅 | 94.42平米 | 西南 | 简装 | 32层 | 2002年建 | 塔楼,22人关注 / 12天以前发布
651,640,3室2厅 | 142.31平米 | 南 北 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,15人关注 / 10天以前发布
652,1410,3室2厅 | 141.88平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,8人关注 / 9天以前发布
653,690,2室1厅 | 91.53平米 | 东南 | 简装 | 中楼层(共16层)  | 板楼,12人关注 / 16天以前发布
654,455,3室1厅 | 124.87平米 | 西北 | 简装 | 高楼层(共18层) | 2009年建 | 板塔结合,29人关注 / 13天以前发布
655,1160,2室1厅 | 103.37平米 | 东 西 | 精装 | 中楼层(共14层) | 2004年建 | 板楼,25人关注 / 9天以前发布
656,235,3室2厅 | 88.04平米 | 南 北 | 简装 | 15层 | 2015年建 | 塔楼,0人关注 / 13天以前发布
657,1150,3室1厅 | 98.71平米 | 南 | 精装 | 高楼层(共10层)  | 板塔结合,37人关注 / 10天以前发布
658,219,2室1厅 | 55.82平米 | 东 西 | 简装 | 底层(共6层) | 1990年建 | 板塔结合,11人关注 / 15天以前发布
659,299,2室1厅 | 57.1平米 | 南 北 | 简装 | 5层 | 2015年建 | 板楼,7人关注 / 12天以前发布
660,246,2室1厅 | 65.53平米 | 南 北 | 精装 | 底层(共6层) | 1994年建 | 板楼,32人关注 / 15天以前发布
661,668,2室1厅 | 97.17平米 | 西北 | 简装 | 中楼层(共17层) | 2003年建 | 塔楼,30人关注 / 13天以前发布
662,196,2室1厅 | 62平米 | 南 | 简装 | 高楼层(共21层) | 2012年建 | 板楼,15人关注 / 16天以前发布
663,645,3室1厅 | 110.92平米 | 东南 | 精装 | 中楼层(共19层) | 2001年建 | 板塔结合,47人关注 / 11天以前发布
664,355,2室1厅 | 84.1平米 | 南 北 | 简装 | 中楼层(共18层) | 2012年建 | 板楼,50人关注 / 13天以前发布
665,588,2室2厅 | 92.91平米 | 南 西 北 | 精装 | 中楼层(共13层) | 2006年建 | 板楼,37人关注 / 11天以前发布
666,420,2室1厅 | 94.42平米 | 西南 | 简装 | 32层 | 2002年建 | 塔楼,22人关注 / 12天以前发布
667,745,2室1厅 | 58.4平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,13人关注 / 9天以前发布
668,469,2室1厅 | 70.79平米 | 南 北 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,11人关注 / 15天以前发布
669,800,2室1厅 | 76.56平米 | 西南 | 精装 | 高楼层(共28层)  | 塔楼,15人关注 / 5天以前发布
670,950,2室1厅 | 85.93平米 | 西南 西 | 简装 | 18层  | 塔楼,36人关注 / 10天以前发布
671,213,2室1厅 | 88.33平米 | 南 北 | 简装 | 6层  | 板楼,3人关注 / 5天以前发布
672,650,3室1厅 | 120.06平米 | 南 北 | 精装 | 底层(共10层) | 2005年建 | 板楼,12人关注 / 10天以前发布
673,225,2室1厅 | 65.85平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,22人关注 / 12天以前发布
674,890,3室1厅 | 85.63平米 | 南 北 | 精装 | 高楼层(共9层) | 2008年建 | 板楼,53人关注 / 13天以前发布
675,574,2室1厅 | 69.03平米 | 南 北 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,46人关注 / 14天以前发布
676,379,2室1厅 | 84.64平米 | 南 | 精装 | 低楼层(共21层) | 2014年建 | 板塔结合,8人关注 / 3天以前发布
677,248,1室1厅 | 55.8平米 | 南 | 精装 | 28层 | 2014年建 | 板楼,7人关注 / 7天以前发布
678,547,2室1厅 | 61.68平米 | 南 | 精装 | 中楼层(共13层) | 1992年建 | 板塔结合,45人关注 / 15天以前发布
679,525,2室1厅 | 109.19平米 | 南 北 | 简装 | 6层 | 2003年建 | 板楼,6人关注 / 14天以前发布
680,280,3室1厅 | 72.29平米 | 南 北 | 简装 | 底层(共6层) | 1985年建 | 板楼,9人关注 / 13天以前发布
681,450,2室1厅 | 108.44平米 | 南 北 | 简装 | 高楼层(共11层) | 2004年建 | 板楼,10人关注 / 13天以前发布
682,155,2室1厅 | 77.56平米 | 南 北 | 简装 | 6层 | 2000年建 | 板楼,15人关注 / 10天以前发布
683,378,2室1厅 | 89.53平米 | 南 北 | 精装 | 顶层(共6层) | 2016年建 | 板楼,21人关注 / 11天以前发布
684,488,3室2厅 | 94.29平米 | 西南 | 精装 | 中楼层(共25层)  | 板塔结合,9人关注 / 13天以前发布
685,420,3室1厅 | 89.1平米 | 东 南 北 | 精装 | 高楼层(共11层) | 2013年建 | 板楼,11人关注 / 10天以前发布
686,890,4室1厅 | 191.25平米 | 南 北 | 精装 | 20层 | 2008年建 | 板塔结合,11人关注 / 15天以前发布
687,380,2室1厅 | 74.94平米 | 南 | 精装 | 低楼层(共18层) | 2010年建 | 板塔结合,12人关注 / 14天以前发布
688,610,2室2厅 | 58.4平米 | 西南 | 精装 | 低楼层(共16层) | 1996年建 | 塔楼,19人关注 / 5天以前发布
689,388,2室2厅 | 103.22平米 | 南 北 | 简装 | 中楼层(共6层) | 1999年建 | 板楼,4人关注 / 2天以前发布
690,225,2室1厅 | 65.85平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,22人关注 / 12天以前发布
691,547,2室1厅 | 61.68平米 | 南 | 精装 | 中楼层(共13层) | 1992年建 | 板塔结合,45人关注 / 15天以前发布
692,399,2室1厅 | 72.88平米 | 南 | 精装 | 低楼层(共20层) | 2001年建 | 塔楼,38人关注 / 15天以前发布
693,525,2室1厅 | 109.19平米 | 南 北 | 简装 | 6层 | 2003年建 | 板楼,6人关注 / 14天以前发布
694,155,2室1厅 | 77.56平米 | 南 北 | 简装 | 6层 | 2000年建 | 板楼,15人关注 / 10天以前发布
695,378,2室1厅 | 89.53平米 | 南 北 | 精装 | 顶层(共6层) | 2016年建 | 板楼,21人关注 / 11天以前发布
696,950,2室1厅 | 85.93平米 | 西南 西 | 简装 | 18层  | 塔楼,36人关注 / 10天以前发布
697,650,3室1厅 | 120.06平米 | 南 北 | 精装 | 底层(共10层) | 2005年建 | 板楼,12人关注 / 10天以前发布
698,213,2室1厅 | 88.33平米 | 南 北 | 简装 | 6层  | 板楼,3人关注 / 5天以前发布
699,420,3室1厅 | 89.1平米 | 东 南 北 | 精装 | 高楼层(共11层) | 2013年建 | 板楼,11人关注 / 10天以前发布
700,488,3室2厅 | 94.29平米 | 西南 | 精装 | 中楼层(共25层)  | 板塔结合,9人关注 / 13天以前发布
701,520,2室1厅 | 50.52平米 | 东 西 | 精装 | 顶层(共6层) | 1984年建 | 板楼,14人关注 / 12天以前发布
702,380,2室1厅 | 74.94平米 | 南 | 精装 | 低楼层(共18层) | 2010年建 | 板塔结合,12人关注 / 14天以前发布
703,890,4室1厅 | 191.25平米 | 南 北 | 精装 | 20层 | 2008年建 | 板塔结合,11人关注 / 15天以前发布
704,248,1室1厅 | 55.8平米 | 南 | 精装 | 28层 | 2014年建 | 板楼,7人关注 / 7天以前发布
705,520,2室1厅 | 89.8平米 | 南 北 | 精装 | 低楼层(共20层) | 2004年建 | 板塔结合,51人关注 / 10天以前发布
706,610,2室2厅 | 58.4平米 | 西南 | 精装 | 低楼层(共16层) | 1996年建 | 塔楼,19人关注 / 5天以前发布
707,505,2室1厅 | 80.19平米 | 东 西 北 | 简装 | 中楼层(共29层) | 2006年建 | 板楼,23人关注 / 13天以前发布
708,379,2室1厅 | 84.64平米 | 南 | 精装 | 低楼层(共21层) | 2014年建 | 板塔结合,8人关注 / 3天以前发布
709,280,3室1厅 | 72.29平米 | 南 北 | 简装 | 底层(共6层) | 1985年建 | 板楼,9人关注 / 13天以前发布
710,272,2室1厅 | 65.49平米 | 西 | 简装 | 高楼层(共15层) | 2010年建 | 塔楼,22人关注 / 13天以前发布
711,1430,3室2厅 | 158.11平米 | 东南 西北 | 精装 | 低楼层(共23层) | 2009年建 | 板楼,18人关注 / 9天以前发布
712,838,3室1厅 | 82.51平米 | 南 北 | 简装 | 中楼层(共7层) | 1994年建 | 板楼,35人关注 / 10天以前发布
713,302,2室1厅 | 76.37平米 | 南 | 精装 | 低楼层(共24层) | 2014年建 | 板塔结合,23人关注 / 15天以前发布
714,650,2室1厅 | 56.25平米 | 南 西 北 | 精装 | 中楼层(共5层)  | 板楼,27人关注 / 12天以前发布
715,295,2室1厅 | 79.68平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,24人关注 / 10天以前发布
716,579,1室1厅 | 77.16平米 | 南 | 精装 | 26层 | 2008年建 | 塔楼,11人关注 / 14天以前发布
717,660,2室1厅 | 99.68平米 | 南 北 | 精装 | 中楼层(共22层) | 2007年建 | 板塔结合,21人关注 / 10天以前发布
718,339,2室1厅 | 73.77平米 | 东 南 西 | 精装 | 顶层(共6层) | 1996年建 | 板楼,1人关注 / 10天以前发布
719,365,2室2厅 | 77.17平米 | 东 | 简装 | 低楼层(共22层) | 2004年建 | 塔楼,16人关注 / 9天以前发布
720,350,2室2厅 | 87.97平米 | 南 北 | 精装 | 顶层(共6层) | 1999年建 | 板楼,15人关注 / 10天以前发布
721,600,3室2厅 | 115.39平米 | 南 北 | 精装 | 中楼层(共11层) | 2006年建 | 板塔结合,30人关注 / 15天以前发布
722,1320,3室1厅 | 92.3平米 | 南 西 北 | 简装 | 顶层(共6层) | 1994年建 | 板楼,47人关注 / 11天以前发布
723,539,2室2厅 | 91.96平米 | 南 | 精装 | 中楼层(共35层) | 2015年建 | 板塔结合,14人关注 / 8天以前发布
724,710,3室1厅 | 127.48平米 | 南 北 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,16人关注 / 9天以前发布
725,428,2室2厅 | 99.15平米 | 南 北 | 精装 | 中楼层(共10层) | 2007年建 | 板楼,21人关注 / 12天以前发布
726,338,4室1厅 | 82.64平米 | 南 北 | 简装 | 顶层(共6层) | 2001年建 | 板楼,4人关注 / 9天以前发布
727,442,2室1厅 | 71.16平米 | 南 北 | 简装 | 6层 | 1996年建 | 板塔结合,10人关注 / 9天以前发布
728,830,3室2厅 | 145.58平米 | 南 北 | 精装 | 底层(共6层) | 2006年建 | 板楼,28人关注 / 9天以前发布
729,294,2室1厅 | 92.43平米 | 东 西 | 简装 | 低楼层(共9层) | 2015年建 | 板楼,3人关注 / 9天以前发布
730,645,2室1厅 | 92.45平米 | 东 | 精装 | 中楼层(共21层) | 2005年建 | 板塔结合,12人关注 / 9天以前发布
731,219,1室1厅 | 58.41平米 | 南 | 精装 | 中楼层(共8层) | 2012年建 | 板楼,1人关注 / 3天以前发布
732,315,2室1厅 | 61.67平米 | 东 | 简装 | 中楼层(共18层) | 2010年建 | 板楼,19人关注 / 9天以前发布
733,545,2室0厅 | 49平米 | 南 北 | 简装 | 顶层(共5层)  | 板楼,9人关注 / 7天以前发布
734,370,2室1厅 | 81.71平米 | 南 | 简装 | 高楼层(共18层) | 2010年建 | 板楼,21人关注 / 12天以前发布
735,602,2室1厅 | 59.12平米 | 北 南 | 简装 | 高楼层(共10层)  | 板楼,23人关注 / 11天以前发布
736,559,2室1厅 | 66.27平米 | 东 | 精装 | 中楼层(共18层) | 1998年建 | 塔楼,7人关注 / 4天以前发布
737,410,1室1厅 | 48平米 | 南 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,17人关注 / 13天以前发布
738,595,2室1厅 | 68.56平米 | 南 北 | 精装 | 中楼层(共6层) | 2000年建 | 板楼,28人关注 / 5天以前发布
